Date,Bond,ER,GP,Sensex
2014-10-17,1916.432,61.6165,"75,573.10",26108.53
2014-10-20,1919.1807,61.2873,"76,169.00",26429.85
2014-10-21,1923.6515,61.2967,"76,394.70",26575.65
2014-10-22,1923.5416,61.2355,"76,125.60",26787.23
2014-10-27,1930.456,61.229,"75,378.90",26752.9
2014-10-28,1933.4915,61.3524,"75,210.40",26880.82
2014-10-29,1934.6347,61.3175,"74,980.40",27098.17
2014-10-30,1940.3705,61.4636,"73,756.50",27346.33
2014-10-31,1946.6108,61.408,"71,497.80",27865.83
2014-03-11,1955.139,61.4118,"71,734.90",27860.38
2014-05-11,1963.2686,61.387,"70,137.60",27915.88
2014-07-11,1964.3449,61.5205,"70,856.90",27868.63
2014-10-11,1967.9284,61.4513,"71,556.00",27874.73
2014-11-11,1967.4089,61.55,"71,134.00",27910.06
2014-12-11,1968.9767,61.4785,"71,527.70",28008.9
2014-11-13,1966.1367,61.556,"71,524.90",27940.64
2014-11-14,1963.0672,61.6475,"72,086.40",28046.66
2014-11-17,1968.0443,61.678,"73,060.80",28177.88
2014-11-18,1971.2183,61.808,"73,652.30",28163.29
2014-11-19,1971.6838,61.828,"74,134.70",28032.85
2014-11-20,1972.1906,62.1044,"73,696.70",28067.56
2014-11-21,1973.2615,61.8505,"74,181.70",28334.63
2014-11-24,1976.5733,61.7798,"74,086.30",28499.54
2014-11-25,1978.0323,61.9195,"74,164.70",28338.05
2014-11-26,1977.7228,61.8658,"73,973.20",28386.19
2014-11-27,1978.2135,61.865,"73,864.20",28438.91
2014-11-28,1985.9127,61.9736,"73,648.10",28693.99
2014-01-12,1994.1283,62.1377,"73,926.50",28559.62
2014-02-12,2001.3712,61.9255,"73,870.10",28444.01
2014-03-12,2008.9512,61.8866,"74,567.40",28442.71
2014-04-12,2007.4002,61.8771,"74,701.10",28562.82
2014-05-12,2013.3947,61.8535,"73,941.40",28458.1
2014-08-12,2018.6865,61.9253,"73,759.00",28119.4
2014-09-12,2024.0245,61.875,"76,095.50",27797.01
2014-10-12,2023.2819,61.95,"76,405.10",27831.1
2014-11-12,2029.7536,62.2059,"76,004.10",27602.01
2014-12-12,2037.3918,62.4422,"76,158.00",27350.68
2014-12-15,2041.3246,62.6529,"77,016.50",27319.56
2014-12-16,2022.341,63.4135,"76,809.10",26781.44
2014-12-17,2015.745,63.5813,"75,827.90",26710.13
2014-12-18,2023.2179,63.3161,"75,588.60",27126.57
2014-12-19,2020.8485,63.067,"75,797.70",27371.84
2014-12-22,2018.363,63.1757,"75,670.70",27701.79
2014-12-23,2021.0344,63.4475,"74,603.70",27506.46
2014-12-24,2020.937,63.4614,"74,603.70",27208.61
2014-12-26,2017.6972,63.6355,"74,603.70",27241.78
2014-12-29,2022.6483,63.6539,"75,499.80",27395.73
2014-12-30,2028.9445,63.7498,"76,321.70",27403.54
2014-12-31,2031.4782,63.3315,"76,321.70",27499.42
2015-01-01,2033.4354,63.3213,"76,321.70",27507.54
2015-02-01,2028.9138,63.2878,"74,135.50",27887.9
2015-05-01,2029.0426,63.3888,"76,141.20",27842.32
2015-06-01,2026.463,63.385,"76,680.80",26987.46
2015-07-01,2028.8718,63.4495,"76,544.80",26908.82
2015-08-01,2032.2454,62.967,"75,949.90",27274.71
2015-09-01,2031.8511,62.3953,"75,640.50",27458.38
2015-12-01,2038.7194,62.1605,"76,133.80",27585.27
2015-01-13,2045.2773,62.1021,"76,316.10",27425.73
2015-01-14,2045.0144,62.153,"76,755.30",27346.82
2015-01-15,2060.6438,61.7588,"77,867.30",28075.55
2015-01-16,2065.3234,61.8933,"78,655.70",28121.89
2015-01-19,2064.7091,61.699,"78,552.20",28262.01
2015-01-20,2066.1926,61.8475,"79,566.80",28784.67
2015-01-21,2072.3755,61.614,"79,621.40",28888.86
2015-01-22,2073.9494,61.691,"79,471.60",29006.02
2015-01-23,2076.1529,61.4988,"79,533.30",29278.84
2015-01-27,2076.8836,61.464,"79,112.00",29571.04
2015-01-28,2077.2417,61.4105,"78,986.60",29559.18
2015-01-29,2078.4625,61.4998,"78,588.30",29681.77
2015-01-30,2078.9879,61.7575,"78,235.90",29182.95
2015-02-02,2085.9724,61.884,"78,462.70",29122.27
2015-03-02,2085.7481,61.7389,"77,950.50",29000.14
2015-04-02,2080.2527,61.68,"78,409.20",28883.11
2015-05-02,2083.2372,61.8748,"77,680.20",28850.97
2015-06-02,2082.9996,61.7363,"76,971.80",28717.91
2015-09-02,2083.2241,62.141,"76,888.10",28227.39
2015-10-02,2083.303,61.9634,"76,924.40",28355.62
2015-11-02,2083.2418,62.1536,"76,457.50",28533.97
2015-12-02,2079.6887,62.43,"75,892.70",28805.1
2015-02-13,2087.4668,62.136,"76,543.20",29094.93
2015-02-16,2086.5549,62.2023,"76,336.70",29135.88
2015-02-18,2087.2192,62.245,"75,046.60",29320.26
2015-02-20,2089.9191,62.255,"75,195.40",29231.41
2015-02-23,2090.7246,62.1838,"74,946.40",28975.11
2015-02-24,2088.9453,62.2758,"74,192.60",29004.66
2015-02-25,2089.6507,62.0468,"74,527.60",29007.99
2015-02-26,2088.8313,61.9395,"74,612.70",28746.65
2015-02-27,2088.695,61.7908,"74,879.30",29220.12
2015-02-03,2088.5424,61.8248,"75,021.60",29459.14
2015-03-03,2086.0229,61.8387,"74,923.30",29593.73
2015-04-03,2095.4357,61.8543,"74,692.50",29380.73
2015-05-03,2091.4861,62.2015,"74,994.00",29448.95
2015-09-03,2089.2067,62.616,"73,297.70",28844.78
2015-10-03,2085.8395,62.6983,"73,056.10",28709.87
2015-11-03,2085.5955,62.745,"72,173.00",28659.17
2015-12-03,2086.9593,62.5665,"72,000.30",28930.41
2015-03-13,2083.3569,62.6733,"72,744.80",28503.3
2015-03-16,2080.4798,62.8215,"72,274.10",28437.71
2015-03-17,2083.5475,62.692,"72,171.60",28736.38
2015-03-18,2083.6427,62.672,"71,886.70",28622.12
2015-03-19,2087.9806,62.4208,"72,865.10",28469.67
2015-03-20,2088.3793,62.4923,"73,675.20",28261.08
2015-03-23,2089.4284,62.2879,"73,765.20",28192.02
2015-03-24,2089.6866,62.1988,"74,365.70",28161.72
2015-03-25,2086.9312,62.3419,"74,662.80",28111.83
2015-03-26,2085.24,62.6728,"75,666.10",27457.58
2015-03-27,2086.1332,62.6069,"74,851.00",27458.64
2015-03-30,2090.1001,62.6305,"74,103.00",27975.86
2015-03-31,2094.2749,62.5908,"73,960.70",27957.49
2015-06-04,2100.6552,62.158,"74,678.50",28504.46
2015-07-04,2096.7704,62.3321,"75,393.80",28516.59
2015-08-04,2092.4539,62.3295,"75,149.50",28707.75
2015-09-04,2095.4224,62.256,"74,389.20",28885.21
2015-10-04,2095.1084,62.366,"75,134.80",28879.38
2015-04-13,2094.6022,62.3885,"74,822.60",29044.44
2015-04-15,2096.1419,62.4026,"74,378.90",28799.69
2015-04-16,2095.5378,62.3685,"75,054.70",28666.04
2015-04-17,2096.397,62.346,"75,227.40",28442.1
2015-04-20,2097.6977,62.5633,"75,454.80",27886.21
2015-04-21,2099.4793,62.92,"75,196.80",27676.04
2015-04-22,2100.9681,62.8183,"74,869.70",27890.13
2015-04-23,2104.087,63.185,"74,979.70",27735.02
2015-04-24,2100.2147,63.4006,"75,323.20",27437.94
2015-04-27,2100.9463,63.6115,"75,910.30",27176.99
2015-04-28,2103.024,63.3305,"76,234.20",27396.38
2015-04-29,2098.6016,63.2025,"76,656.70",27225.93
2015-04-30,2095.8126,63.578,"75,084.60",27011.31
2015-05-05,2096.3187,63.5194,"75,853.30",27440.14
2015-06-05,2090.7062,63.6425,"76,011.00",26717.37
2015-07-05,2086.8191,63.88,"76,106.50",26599.11
2015-08-05,2085.0135,64.0493,"75,571.30",27105.39
2015-11-05,2087.3423,63.8495,"76,056.10",27507.3
2015-12-05,2085.1422,64.202,"76,599.20",26877.48
2015-05-13,2082.3896,64.1895,"77,406.60",27251.1
2015-05-14,2084.9819,63.838,"77,633.20",27206.06
2015-05-15,2085.4995,63.5788,"77,328.40",27324.0
2015-05-18,2089.3911,63.5543,"77,907.30",27687.3
2015-05-19,2094.1686,63.6868,"77,487.00",27645.53
2015-05-20,2098.8631,63.8655,"77,100.40",27837.21
2015-05-21,2098.2079,63.7,"76,541.10",27809.35
2015-05-22,2098.0694,63.5728,"76,424.20",27957.5
2015-05-25,2100.0202,63.6228,"76,424.20",27643.88
2015-05-26,2098.6118,63.845,"75,758.80",27531.41
2015-05-27,2098.5924,63.9475,"75,816.60",27564.66
2015-05-28,2100.5463,63.901,"75,638.60",27506.71
2015-05-29,2103.1152,63.7615,"75,879.10",27828.44
2015-01-06,2104.4168,63.6083,"76,313.40",27848.99
2015-02-06,2097.3922,63.833,"75,946.80",27188.38
2015-03-06,2089.2282,63.8515,"76,290.90",26837.2
2015-04-06,2084.1149,64.1775,"75,201.30",26813.42
2015-05-06,2084.1232,63.8955,"74,627.30",26768.49
2015-08-06,2083.8096,64.11,"75,139.50",26523.09
2015-09-06,2086.9461,63.936,"75,334.10",26481.25
2015-10-06,2083.9216,63.8849,"75,828.90",26840.5
2015-11-06,2078.4099,63.891,"75,414.60",26370.98
2015-12-06,2073.9992,64.0301,"75,735.50",26425.3
2015-06-15,2079.0119,64.0868,"75,659.50",26586.55
2015-06-16,2074.2612,64.1505,"75,631.10",26686.51
2015-06-17,2079.959,64.1135,"75,574.10",26832.66
2015-06-18,2090.5885,63.8495,"76,456.40",27115.83
2015-06-19,2096.6407,63.8195,"76,342.60",27316.17
2015-06-22,2101.0687,63.5098,"75,232.80",27730.21
2015-06-23,2098.3386,63.6406,"74,888.90",27804.37
2015-06-24,2097.8503,63.66,"74,569.00",27729.67
2015-06-25,2093.2721,63.6121,"74,495.30",27895.97
2015-06-26,2088.6144,63.6042,"74,395.30",27811.84
2015-06-29,2086.2844,63.917,"74,958.40",27645.15
2015-06-30,2083.4516,63.7549,"74,490.20",27780.83
2015-01-07,2087.4847,63.6223,"74,267.90",28020.87
2015-02-07,2090.5197,63.5705,"73,827.80",27945.8
2015-03-07,2093.7812,63.3963,"74,095.50",28092.79
2015-06-07,2098.2123,63.5785,"73,749.90",28208.76
2015-07-07,2100.4682,63.3749,"73,441.30",28171.69
2015-08-07,2098.8543,63.569,"73,544.10",27687.72
2015-09-07,2098.7925,63.5065,"73,737.40",27573.66
2015-10-07,2098.7801,63.3793,"73,414.60",27661.4
2015-07-13,2089.3897,63.4655,"73,207.10",27961.19
2015-07-14,2091.2513,63.4978,"73,268.90",27932.9
2015-07-15,2094.3749,63.3847,"72,842.30",28198.29
2015-07-16,2094.5609,63.4955,"72,604.20",28446.12
2015-07-17,2094.7309,63.4928,"71,895.10",28463.31
2015-07-20,2096.9494,63.551,"70,285.00",28420.12
2015-07-21,2096.4139,63.6506,"70,286.50",28182.14
2015-07-22,2097.5141,63.5283,"69,302.10",28504.93
2015-07-23,2099.4716,63.7138,"70,055.40",28370.84
2015-07-24,2100.783,63.8916,"69,272.30",28112.31
2015-07-27,2101.8156,64.0028,"70,647.60",27561.38
2015-07-28,2106.2563,64.027,"69,911.40",27459.23
2015-07-29,2108.9716,63.8943,"69,588.50",27563.43
2015-07-30,2108.3006,64.0061,"69,714.20",27705.35
2015-07-31,2109.5252,64.0054,"70,273.40",28114.56
2015-03-08,2114.5549,63.9623,"69,933.00",28187.06
2015-04-08,2111.1854,63.9315,"69,481.70",28071.93
2015-05-08,2109.4373,63.8159,"69,156.90",28223.08
2015-06-08,2111.1716,63.7603,"69,420.50",28298.13
2015-07-08,2113.8203,63.8061,"69,698.30",28236.39
2015-10-08,2116.6022,63.759,"69,933.60",28101.72
2015-11-08,2115.5831,64.1732,"71,324.80",27866.09
2015-12-08,2116.3908,64.827,"72,634.00",27512.26
2015-08-13,2121.1933,64.9212,"72,968.60",27549.53
2015-08-14,2124.9797,65.1225,"72,719.80",28067.31
2015-08-17,2128.7285,65.22,"73,177.80",27878.27
2015-08-19,2128.0863,65.2525,"73,431.10",27931.64
2015-08-20,2130.4526,65.2385,"75,148.00",27607.82
2015-08-21,2125.6178,65.8298,"76,575.30",27366.07
2015-08-24,2118.369,66.5093,"78,138.00",25741.56
2015-08-25,2119.3486,66.709,"75,197.30",26032.38
2015-08-26,2125.0303,66.161,"74,114.50",25714.66
2015-08-27,2129.4731,66.0605,"73,873.40",26231.19
2015-08-28,2128.7299,66.0808,"75,154.00",26392.38
2015-08-31,2129.2598,66.3062,"75,154.00",26283.09
2015-01-09,2130.778,66.2603,"75,832.80",25696.44
2015-02-09,2132.6928,66.1638,"75,283.10",25453.56
2015-03-09,2133.9408,66.228,"74,561.00",25764.78
2015-04-09,2132.9159,66.4003,"74,643.30",25201.9
2015-07-09,2131.7139,66.7445,"74,901.50",24893.81
2015-08-09,2133.0314,66.606,"74,417.20",25317.87
2015-09-09,2135.0394,66.2945,"73,780.60",25719.58
2015-10-09,2133.706,66.584,"73,751.40",25622.17
2015-11-09,2133.7564,66.3866,"73,018.10",25610.21
2015-09-14,2136.9977,66.3708,"73,249.10",25856.7
2015-09-15,2138.1726,66.4383,"73,413.30",25705.93
2015-09-16,2138.1704,66.5,"74,041.00",25963.97
2015-09-18,2145.2387,65.9255,"75,067.90",26218.91
2015-09-21,2147.7404,65.7531,"74,369.40",26192.98
2015-09-22,2147.3767,65.625,"73,987.90",25651.84
2015-09-23,2146.9852,65.9696,"74,915.70",25822.99
2015-09-24,2147.0007,66.0993,"76,504.10",25863.5
2015-09-28,2148.7954,66.0805,"74,901.20",25616.84
2015-09-29,2161.6217,66.1843,"74,621.40",25778.66
2015-09-30,2171.9468,65.7418,"72,997.60",26154.83
2015-01-10,2171.8786,65.554,"73,446.70",26220.95
2015-05-10,2177.2681,65.2905,"74,229.80",26785.55
2015-06-10,2175.9074,65.3908,"74,805.00",26932.88
2015-07-10,2174.9064,65.2571,"74,269.70",27035.85
2015-08-10,2176.1826,65.157,"74,039.00",26845.81
2015-09-10,2179.2402,64.7848,"74,550.30",27079.51
2015-12-10,2178.765,64.726,"75,440.10",26904.11
2015-10-13,2176.4355,65.0215,"75,829.70",26846.53
2015-10-14,2178.3593,65.1123,"76,202.00",26779.66
2015-10-15,2179.3607,64.824,"76,716.20",27010.14
2015-10-16,2179.9281,64.9697,"76,498.40",27214.6
2015-10-19,2180.7219,64.8178,"76,307.00",27364.92
2015-10-20,2179.6182,64.8908,"76,529.30",27306.83
2015-10-21,2179.2118,65.1513,"76,080.90",27287.66
2015-10-23,2181.4682,64.8815,"75,514.90",27470.81
2015-10-26,2179.5342,64.9603,"75,595.20",27361.96
2015-10-27,2179.2376,64.9553,"75,821.40",27253.44
2015-10-28,2180.0955,65.0408,"76,527.30",27039.76
2015-10-29,2178.9037,65.1515,"74,991.50",26838.14
2015-10-30,2178.3798,65.2231,"74,722.30",26656.83
2015-02-11,2180.3487,65.4793,"74,342.40",26559.15
2015-03-11,2181.2749,65.451,"73,589.20",26590.59
2015-04-11,2179.3744,65.568,"73,087.50",26552.92
2015-05-11,2178.0615,65.6755,"72,868.30",26304.2
2015-06-11,2178.6477,65.791,"71,974.40",26265.24
2015-09-11,2173.3694,66.3378,"72,441.50",26121.4
2015-10-11,2175.7832,66.3495,"71,994.30",25743.26
2015-11-13,2180.6966,66.139,"71,472.00",25610.53
2015-11-16,2185.5813,66.169,"71,562.50",25760.1
2015-11-17,2184.1214,65.9805,"71,207.10",25864.47
2015-11-18,2180.1639,66.1138,"70,629.70",25482.52
2015-11-19,2183.3661,66.1105,"71,529.60",25841.92
2015-11-20,2177.8281,66.094,"71,511.30",25868.49
2015-11-23,2178.3567,66.349,"71,025.10",25819.34
2015-11-24,2178.7985,66.384,"71,445.00",25775.74
2015-11-26,2177.7896,66.5507,"71,368.70",25958.63
2015-11-27,2175.1708,66.7503,"70,705.40",26128.2
2015-11-30,2174.1793,66.8148,"70,690.20",26145.67
2015-01-12,2177.0383,66.518,"70,824.30",26169.41
2015-02-12,2180.5844,66.6158,"70,247.50",26117.85
2015-03-12,2183.3426,66.745,"70,538.50",25886.62
2015-04-12,2180.4347,66.8365,"72,010.30",25638.11
2015-07-12,2184.0396,66.6263,"71,831.20",25530.11
2015-08-12,2178.0736,66.7983,"71,650.10",25310.33
2015-09-12,2177.8288,66.75,"72,279.00",25036.05
2015-10-12,2178.7495,66.7905,"71,458.00",25252.32
2015-11-12,2177.8171,66.786,"72,068.80",25044.43
2015-12-14,2180.7872,66.994,"71,621.50",25150.35
2015-12-15,2179.4045,67.0435,"70,970.60",25320.44
2015-12-16,2185.7321,66.8468,"71,573.60",25494.37
2015-12-17,2188.1903,66.6488,"69,685.00",25803.78
2015-12-18,2188.6586,66.4235,"70,408.40",25519.22
2015-12-21,2184.7945,66.324,"71,431.80",25735.9
2015-12-22,2181.6086,66.2985,"71,173.50",25590.65
2015-12-23,2185.0538,66.202,"70,542.40",25850.3
2015-12-28,2188.6847,66.138,"70,542.40",26034.13
2015-12-29,2188.8144,66.37,"70,925.70",26079.48
2015-12-30,2188.7032,66.4243,"70,437.50",25960.03
2015-12-31,2188.6099,66.326,"70,437.50",26117.54
2016-01-01,2190.8851,66.178,"70,437.50",26160.9
2016-04-01,2193.402,66.4623,"72,052.60",25623.35
2016-05-01,2197.0181,66.5418,"71,576.60",25580.34
2016-06-01,2195.569,66.7165,"72,966.60",25406.33
2016-07-01,2197.7089,66.9115,"73,790.80",24851.83
2016-08-01,2198.389,66.669,"73,731.40",24934.33
2016-11-01,2201.1949,66.7885,"73,530.80",24825.04
2016-12-01,2198.0412,66.8905,"72,568.70",24682.03
2016-01-13,2196.3665,66.8394,"72,675.90",24854.11
2016-01-14,2196.5655,67.095,"73,329.50",24772.97
2016-01-15,2192.1502,67.4325,"74,256.60",24455.04
2016-01-18,2192.4874,67.588,"73,698.90",24188.37
2016-01-19,2194.0786,67.563,"73,582.60",24479.84
2016-01-20,2196.3674,67.9774,"75,059.30",24062.04
2016-01-21,2201.8753,68.06,"74,400.40",23962.21
2016-01-22,2201.2974,67.748,"74,090.40",24435.66
2016-01-25,2201.0066,67.6428,"74,943.70",24485.95
2016-01-27,2200.6647,67.9803,"75,989.20",24492.39
2016-01-28,2201.1033,68.0858,"75,802.50",24469.57
2016-01-29,2201.45,67.8763,"75,463.90",24870.69
2016-01-02,2202.9246,67.6728,"76,481.90",24824.83
2016-02-02,2199.1385,67.834,"76,657.30",24539.0
2016-03-02,2195.6738,68.1825,"76,852.60",24223.32
2016-04-02,2198.4795,67.8093,"78,061.40",24338.43
2016-05-02,2202.2219,67.6365,"78,016.10",24616.97
2016-08-02,2201.3456,67.819,"81,140.90",24287.42
2016-09-02,2200.9365,68.1623,"80,902.30",24020.98
2016-10-02,2200.8868,67.8781,"80,763.30",23758.9
2016-11-02,2201.9445,68.0155,"84,981.00",22951.83
2016-12-02,2201.7609,68.4365,"84,502.60",22986.12
2016-02-15,2201.4592,68.1348,"82,334.00",23554.12
2016-02-16,2196.5783,68.336,"82,793.70",23191.97
2016-02-17,2192.6728,68.592,"82,688.10",23381.87
2016-02-18,2192.9451,68.494,"82,937.40",23649.22
2016-02-22,2191.8826,68.5517,"82,980.80",23788.79
2016-02-23,2186.1568,68.6408,"83,731.40",23410.18
2016-02-24,2184.3323,68.565,"85,705.80",23088.93
2016-02-25,2178.1149,68.599,"85,191.30",22976.0
2016-02-26,2178.1889,68.7775,"84,461.10",23154.3
2016-02-29,2198.4952,68.616,"84,243.90",23002.0
2016-01-03,2209.4464,68.158,"83,619.30",23779.35
2016-02-03,2208.8236,67.7022,"83,457.60",24242.98
2016-03-03,2206.9438,67.3786,"83,998.10",24606.99
2016-04-03,2207.3835,67.2713,"85,471.80",24646.48
2016-08-03,2211.0519,67.338,"85,260.90",24659.23
2016-09-03,2209.6356,67.4632,"83,624.70",24793.96
2016-10-03,2210.5854,67.051,"85,224.10",24623.34
2016-11-03,2211.193,67.0868,"84,670.30",24717.99
2016-03-14,2215.2265,67.023,"83,424.40",24804.28
2016-03-15,2221.5664,67.229,"82,994.10",24551.17
2016-03-16,2222.3355,67.368,"82,721.10",24682.48
2016-03-17,2229.2644,66.8806,"84,160.80",24677.37
2016-03-18,2231.8407,66.6088,"83,139.40",24952.74
2016-03-21,2243.4357,66.504,"82,864.90",25285.37
2016-03-22,2241.1117,66.5411,"83,544.90",25330.49
2016-03-23,2240.6278,66.864,"81,403.00",25337.56
2016-03-28,2245.7385,66.668,"81,630.30",24966.4
2016-03-29,2245.6907,66.558,"81,351.60",24900.46
2016-03-30,2247.4598,66.4105,"81,877.80",25338.58
2016-03-31,2253.2232,66.3329,"81,824.20",25341.86
2016-04-04,2258.2956,66.243,"80,573.60",25399.65
2016-05-04,2261.4679,66.3248,"81,849.80",24883.59
2016-06-04,2260.2189,66.5807,"81,209.70",24900.63
2016-07-04,2265.3275,66.4698,"82,882.10",24685.42
2016-11-04,2269.4938,66.3925,"83,220.40",25022.16
2016-12-04,2273.595,66.495,"83,213.50",25145.59
2016-04-13,2271.2043,66.4293,"82,878.80",25626.75
2016-04-18,2270.9635,66.6663,"82,065.30",25816.36
2016-04-20,2271.6925,66.2406,"82,759.00",25844.18
2016-04-21,2269.0715,66.293,"83,041.30",25880.38
2016-04-22,2270.4984,66.4925,"82,919.80",25838.14
2016-04-25,2272.4069,66.6839,"82,605.40",25678.93
2016-04-26,2270.4676,66.733,"82,538.50",26007.3
2016-04-27,2271.919,66.546,"82,871.60",26064.12
2016-04-28,2273.1724,66.4045,"83,362.90",25603.1
2016-04-29,2273.8013,66.5176,"85,402.80",25606.62
2016-02-05,2276.507,66.3435,"85,402.80",25436.97
2016-03-05,2277.2863,66.2698,"86,073.10",25229.7
2016-04-05,2276.4689,66.5388,"85,537.00",25101.73
2016-05-05,2277.6775,66.5105,"85,243.30",25262.21
2016-06-05,2278.2143,66.583,"85,787.20",25228.5
2016-09-05,2281.3052,66.4379,"84,402.80",25688.86
2016-10-05,2281.6325,66.7224,"84,221.20",25772.53
2016-11-05,2283.0441,66.6958,"84,963.50",25597.02
2016-12-05,2284.0102,66.5977,"85,317.00",25790.22
2016-05-13,2282.7615,66.7609,"84,846.30",25489.57
2016-05-16,2284.2731,66.8216,"85,883.90",25653.23
2016-05-17,2284.7708,66.7233,"85,282.90",25773.61
2016-05-18,2283.8957,66.9131,"85,294.70",25704.61
2016-05-19,2283.0132,67.2307,"84,208.20",25399.72
2016-05-20,2284.1088,67.4076,"84,519.90",25301.9
2016-05-23,2286.0873,67.3492,"84,084.60",25230.36
2016-05-24,2287.17,67.706,"83,770.90",25305.47
2016-05-25,2287.2084,67.4467,"82,121.40",25881.17
2016-05-26,2287.251,67.2855,"81,916.30",26366.68
2016-05-27,2287.5687,67.0613,"81,433.50",26653.6
2016-05-30,2291.0203,67.3398,"81,433.50",26725.6
2016-05-31,2290.7436,67.203,"81,363.90",26667.96
2016-01-06,2289.9788,67.3526,"81,939.50",26713.93
2016-02-06,2289.829,67.2533,"81,570.90",26843.14
2016-03-06,2288.8315,67.2415,"82,962.80",26843.03
2016-06-06,2293.3857,66.9614,"83,142.00",26777.45
2016-07-06,2291.7881,66.8305,"82,733.10",27009.67
2016-08-06,2293.0465,66.737,"83,964.20",27020.66
2016-09-06,2292.3046,66.625,"84,325.90",26763.46
2016-10-06,2292.9073,66.7948,"85,337.30",26635.75
2016-06-13,2291.9396,67.0737,"86,060.30",26396.77
2016-06-14,2292.082,67.152,"86,692.40",26395.71
2016-06-15,2293.7338,67.1596,"86,147.90",26726.34
2016-06-16,2295.577,67.2068,"88,284.10",26525.46
2016-06-17,2296.0337,67.1682,"86,595.60",26625.91
2016-06-20,2297.1147,67.4087,"86,596.70",26866.92
2016-06-21,2299.3347,67.4767,"86,197.90",26812.78
2016-06-22,2300.341,67.557,"85,341.80",26765.65
2016-06-23,2301.6526,67.3702,"84,951.50",27002.22
2016-06-24,2302.1625,68.0144,"89,246.40",26397.71
2016-06-27,2306.5865,67.9,"89,988.60",26402.96
2016-06-28,2309.0147,67.8867,"88,789.30",26524.55
2016-06-29,2309.684,67.7443,"89,105.70",26740.39
2016-06-30,2312.2097,67.6166,"89,187.00",26999.72
2016-01-07,2314.6517,67.441,"90,073.20",27144.91
2016-04-07,2316.6723,67.1848,"90,874.40",27278.76
2016-05-07,2320.7267,67.4028,"91,056.90",27166.87
2016-07-07,2326.5091,67.4972,"91,554.50",27201.49
2016-08-07,2326.9846,67.4584,"90,935.20",27126.9
2016-11-07,2328.4695,67.1426,"91,115.00",27626.69
2016-12-07,2334.1108,67.1471,"89,924.60",27808.14
2016-07-13,2340.0679,67.2046,"90,004.50",27815.18
2016-07-14,2342.3973,66.9136,"88,454.90",27942.11
2016-07-15,2342.3356,67.0655,"89,062.70",27836.5
2016-07-18,2343.6946,67.1015,"89,619.10",27746.66
2016-07-19,2346.2951,67.1462,"89,407.50",27787.62
2016-07-20,2349.4897,67.172,"88,399.90",27915.89
2016-07-21,2350.4059,67.2035,"88,739.00",27710.52
2016-07-22,2353.7934,67.1355,"88,745.20",27803.24
2016-07-25,2356.4742,67.243,"88,546.10",28095.34
2016-07-26,2357.0268,67.368,"89,139.40",27976.52
2016-07-27,2358.0696,67.2362,"89,216.80",28024.33
2016-07-28,2364.6443,67.055,"89,879.00",28208.62
2016-07-29,2369.6115,67.034,"89,644.90",28051.86
2016-01-08,2376.4898,66.7412,"90,045.70",28003.12
2016-02-08,2372.8109,66.7612,"90,914.50",27981.71
2016-03-08,2368.8538,66.9368,"90,780.50",27697.51
2016-04-08,2371.4847,66.9447,"91,014.00",27714.37
2016-05-08,2374.3688,66.8141,"89,606.00",28078.35
2016-08-08,2374.3026,66.7407,"89,301.90",28182.57
2016-09-08,2381.3625,66.9633,"89,532.30",28085.16
2016-10-08,2388.81,66.7442,"89,967.60",27774.88
2016-11-08,2391.9139,66.8571,"90,474.60",27859.6
2016-12-08,2391.3419,66.8252,"90,463.50",28152.4
2016-08-16,2392.2177,66.8983,"89,836.50",28064.61
2016-08-18,2389.3926,66.7939,"90,264.60",28123.44
2016-08-19,2388.4864,66.9296,"90,377.10",28077.0
2016-08-22,2386.9547,67.194,"89,765.40",27985.54
2016-08-23,2385.948,67.0885,"90,004.10",27990.21
2016-08-24,2389.6132,67.132,"89,099.90",28059.94
2016-08-25,2393.6951,67.0876,"88,555.90",27835.91
2016-08-26,2394.4372,67.0299,"88,367.50",27782.25
2016-08-29,2395.8992,67.181,"88,367.50",27902.66
2016-08-30,2399.9633,67.0879,"88,512.90",28343.01
2016-08-31,2400.1099,66.9813,"87,656.30",28452.17
2016-01-09,2401.1993,66.9539,"87,517.00",28423.48
2016-02-09,2400.9522,66.8405,"88,201.20",28532.11
2016-06-09,2404.2801,66.5469,"88,639.60",28978.02
2016-07-09,2410.8413,66.3618,"89,549.10",28926.36
2016-08-09,2411.7882,66.4483,"89,534.70",29045.28
2016-09-09,2412.3894,66.5462,"89,003.00",28797.25
2016-12-09,2409.9948,66.9017,"88,461.00",28353.54
2016-09-14,2409.2664,66.9642,"88,339.70",28372.23
2016-09-15,2411.0997,67.0248,"87,650.60",28412.89
2016-09-16,2412.2404,66.8804,"87,798.50",28599.03
2016-09-19,2413.2271,66.8737,"88,060.80",28634.5
2016-09-20,2412.1523,67.02,"88,019.30",28523.2
2016-09-21,2413.9405,67.0631,"88,803.60",28507.42
2016-09-22,2422.6369,66.8451,"89,192.50",28773.13
2016-09-23,2425.8412,66.6519,"89,259.80",28668.22
2016-09-26,2432.6039,66.7095,"89,263.40",28294.28
2016-09-27,2436.9013,66.4627,"88,148.20",28223.7
2016-09-28,2436.0848,66.4482,"87,922.60",28292.81
2016-09-29,2429.229,66.5521,"88,034.60",27827.53
2016-09-30,2430.5529,66.6596,"88,118.60",27865.96
