Date,Bond,ER,GP,Sensex
2012-10-29,1668.1994,53.8065,"92,493.80",18635.82
2012-10-30,1667.5481,54.165,"92,365.70",18430.85
2012-10-31,1661.877,54.1175,"92,576.80",18505.38
2012-01-11,1660.9403,53.7798,"92,136.90",18561.7
2012-02-11,1662.2214,53.6645,"90,728.80",18755.45
2012-05-11,1664.4917,54.0778,"91,877.00",18762.87
2012-06-11,1665.6006,54.5955,"92,049.60",18817.38
2012-07-11,1666.5011,54.252,"93,266.70",18902.41
2012-08-11,1666.97,54.4403,"93,464.90",18846.26
2012-09-11,1666.8514,54.34,"95,056.20",18683.68
2012-12-11,1666.7993,54.934,"95,386.70",18670.34
2012-11-15,1669.6574,54.959,"93,690.90",18471.37
2012-11-16,1670.2079,54.9915,"94,593.80",18309.37
2012-11-19,1670.8896,54.9665,"94,909.30",18339.0
2012-11-20,1671.3617,54.91,"95,473.00",18329.32
2012-11-21,1669.7747,55.2025,"95,070.00",18460.38
2012-11-22,1669.2983,55.1575,"95,594.50",18517.34
2012-11-23,1667.456,55.3445,"96,100.00",18506.57
2012-11-26,1668.0528,55.692,"97,319.10",18537.01
2012-11-27,1669.9655,55.7045,"96,855.80",18842.08
2012-11-29,1670.0708,55.202,"94,521.40",19170.91
2012-11-30,1674.5623,54.5265,"93,885.80",19339.9
2012-03-12,1676.3071,54.561,"93,920.60",19305.32
2012-04-12,1676.2669,54.9473,"92,765.10",19348.12
2012-05-12,1678.3796,54.569,"92,450.10",19391.86
2012-06-12,1679.019,54.465,"92,023.20",19486.8
2012-07-12,1679.4641,54.2018,"92,348.90",19424.1
2012-10-12,1682.2329,54.3405,"93,100.10",19409.69
2012-11-12,1682.0164,54.316,"92,844.50",19387.14
2012-12-12,1680.8519,54.2725,"93,080.80",19355.26
2012-12-13,1682.6785,54.232,"92,212.60",19229.26
2012-12-14,1684.5067,54.388,"92,386.30",19317.25
2012-12-17,1686.3027,54.629,"92,799.90",19244.42
2012-12-18,1685.8771,54.849,"93,068.40",19364.75
2012-12-19,1686.7803,54.7365,"90,967.30",19476.0
2012-12-20,1686.7197,54.842,"90,620.70",19453.92
2012-12-21,1686.7781,55.086,"91,005.90",19242.0
2012-12-24,1688.6574,55.0858,"91,005.90",19255.09
2012-12-26,1690.2634,54.9635,"91,005.90",19417.46
2012-12-27,1692.4158,54.8465,"90,895.20",19323.8
2012-12-28,1694.0352,54.8473,"90,847.60",19444.84
2012-12-31,1698.2126,54.7773,"90,847.60",19426.71
2013-01-01,1706.8587,54.832,"90,847.60",19580.81
2013-02-01,1708.0082,54.389,"91,945.20",19714.24
2013-03-01,1711.2892,54.4153,"91,507.60",19764.78
2013-04-01,1715.4571,54.8458,"90,434.00",19784.08
2013-07-01,1719.9181,54.978,"90,694.40",19691.42
2013-08-01,1720.487,55.3278,"91,038.60",19742.52
2013-09-01,1721.0561,54.9625,"90,919.30",19666.59
2013-10-01,1723.8198,54.6305,"91,379.60",19663.55
2013-11-01,1727.1098,54.539,"90,855.90",19663.64
2013-01-14,1733.5631,54.6355,"90,915.90",19906.41
2013-01-15,1735.4426,54.5425,"91,847.70",19986.82
2013-01-16,1728.8064,54.826,"91,632.20",19817.63
2013-01-17,1728.7103,54.6428,"90,726.40",19964.03
2013-01-18,1731.8753,53.9465,"90,782.20",20039.04
2013-01-21,1730.2446,53.8735,"90,441.60",20101.82
2013-01-22,1729.9498,53.5115,"90,619.30",19981.57
2013-01-23,1728.4974,53.771,"90,741.10",20026.61
2013-01-24,1728.7122,53.8515,"89,690.90",19923.78
2013-01-28,1730.9279,53.8905,"89,442.70",20103.35
2013-01-29,1731.3736,53.7015,"89,088.70",19990.9
2013-01-30,1731.0216,53.5678,"89,251.40",20005.0
2013-01-31,1729.2061,53.289,"88,806.10",19894.98
2013-01-02,1727.5224,53.3238,"88,565.50",19781.19
2013-04-02,1726.8785,52.973,"88,822.80",19751.19
2013-05-02,1726.8692,53.2945,"88,720.60",19659.82
2013-06-02,1728.5755,53.0855,"88,894.30",19639.72
2013-07-02,1732.192,53.1445,"89,196.30",19580.32
2013-08-02,1735.0642,53.5695,"89,459.90",19484.77
2013-11-02,1737.4882,53.6793,"89,084.10",19460.57
2013-12-02,1735.5796,53.9585,"88,479.00",19561.04
2013-02-13,1738.5993,53.85,"88,492.80",19608.08
2013-02-14,1740.262,53.8715,"88,842.90",19497.18
2013-02-15,1741.4645,53.9885,"87,569.40",19468.15
2013-02-18,1741.3185,54.2895,"87,536.20",19501.08
2013-02-20,1745.2687,54.051,"86,136.40",19642.75
2013-02-21,1744.7075,54.48,"86,143.60",19325.36
2013-02-22,1744.3716,54.427,"85,604.00",19317.01
2013-02-25,1746.2123,54.0415,"85,609.90",19331.69
2013-02-26,1745.3691,54.0645,"86,093.80",19015.14
2013-02-27,1745.6383,53.835,"86,180.30",19152.41
2013-02-28,1743.6168,53.7735,"86,366.80",18861.54
2013-01-03,1739.611,54.4815,"87,142.40",18918.52
2013-04-03,1740.9067,55.0518,"86,387.00",18877.96
2013-05-03,1742.87,54.652,"86,744.10",19143.17
2013-06-03,1744.8979,54.7065,"86,381.10",19252.61
2013-07-03,1744.6464,54.7393,"86,035.40",19413.54
2013-08-03,1745.7422,54.4035,"85,912.80",19683.23
2013-11-03,1747.4244,54.2933,"85,795.00",19646.21
2013-12-03,1744.574,54.3365,"86,355.00",19564.92
2013-03-13,1744.8103,54.11,"86,510.80",19362.55
2013-03-14,1745.7827,54.442,"85,826.40",19570.44
2013-03-15,1747.4902,54.1605,"86,228.80",19427.56
2013-03-18,1746.6356,54.2915,"86,931.30",19293.2
2013-03-19,1744.1308,54.2635,"87,793.90",19008.1
2013-03-20,1740.6765,54.378,"87,423.90",18884.19
2013-03-21,1740.9947,54.281,"87,779.90",18792.87
2013-03-22,1739.0376,54.335,"87,341.00",18735.6
2013-03-25,1740.0832,54.099,"86,879.30",18681.42
2013-03-26,1739.5144,54.2735,"87,035.10",18704.53
2013-03-28,1742.3559,54.3893,"87,080.70",18835.77
2013-02-04,1742.1002,54.3345,"85,960.30",19040.95
2013-03-04,1743.1273,54.3885,"85,784.50",18801.64
2013-04-04,1746.0592,54.646,"84,915.20",18509.7
2013-05-04,1747.1474,54.8803,"85,871.50",18450.23
2013-08-04,1751.6196,54.7215,"85,924.10",18437.78
2013-09-04,1753.9859,54.4613,"85,794.50",18226.48
2013-10-04,1754.3674,54.534,"85,861.10",18414.45
2013-12-04,1758.1754,54.4425,"83,861.30",18242.56
2013-04-15,1763.8077,54.626,"75,908.90",18357.8
2013-04-16,1767.771,54.329,"74,623.50",18744.93
2013-04-17,1768.3177,53.9423,"75,411.60",18731.16
2013-04-18,1773.9908,54.0298,"75,171.90",19016.46
2013-04-22,1777.7007,54.1665,"77,215.00",19169.83
2013-04-23,1779.5577,54.2995,"76,561.80",19179.36
2013-04-25,1781.4394,54.1715,"78,506.40",19406.85
2013-04-26,1780.8869,54.2935,"80,057.00",19286.72
2013-04-29,1783.2467,54.277,"79,626.60",19387.5
2013-04-30,1784.1874,54.219,"78,804.50",19504.18
2013-02-05,1788.2181,53.7355,"79,126.50",19735.77
2013-03-05,1784.0252,53.951,"78,964.80",19575.64
2013-06-05,1788.6826,53.9495,"78,964.80",19673.64
2013-07-05,1788.9207,54.277,"78,097.80",19888.95
2013-08-05,1793.3762,54.16,"79,367.40",19990.18
2013-09-05,1803.2893,54.2415,"79,627.90",19939.04
2013-10-05,1810.3792,54.5413,"78,379.00",20082.62
2013-05-13,1811.8313,54.915,"78,469.50",19691.67
2013-05-14,1818.8216,54.6275,"78,404.60",19722.29
2013-05-15,1831.4707,54.7835,"77,303.30",20212.96
2013-05-16,1832.7447,54.7723,"75,506.20",20247.33
2013-05-17,1842.1137,54.8865,"75,520.80",20286.12
2013-05-20,1838.338,55.0368,"74,450.30",20223.98
2013-05-21,1844.1086,55.0395,"75,351.50",20111.61
2013-05-22,1841.4732,55.522,"78,291.50",20062.24
2013-05-23,1840.7097,55.991,"76,997.40",19674.33
2013-05-24,1845.3308,55.6075,"77,513.40",19704.33
2013-05-27,1847.1494,55.6198,"77,513.40",20030.77
2013-05-28,1848.1752,55.7423,"77,159.70",20160.82
2013-05-29,1843.6331,56.243,"77,786.40",20147.64
2013-05-30,1844.6921,56.0995,"79,898.10",20215.4
2013-05-31,1836.2473,56.4958,"78,977.50",19760.3
2013-03-06,1841.0497,56.574,"79,178.10",19610.48
2013-04-06,1842.443,56.6423,"79,050.80",19545.78
2013-05-06,1844.9876,56.4238,"79,950.80",19568.22
2013-06-06,1843.6871,56.869,"79,527.00",19519.49
2013-07-06,1844.2377,56.7445,"79,320.80",19429.23
2013-10-06,1837.5464,57.782,"80,456.70",19441.07
2013-11-06,1830.911,58.9255,"80,153.10",19143.0
2013-12-06,1828.5356,58.274,"79,986.60",19041.13
2013-06-13,1829.0375,58.414,"80,338.30",18827.16
2013-06-14,1831.5929,57.741,"80,186.10",19177.93
2013-06-17,1837.1042,57.731,"80,261.50",19325.87
2013-06-18,1838.8905,58.4515,"80,441.40",19223.28
2013-06-19,1836.9677,58.7445,"80,623.00",19245.7
2013-06-20,1825.5433,59.7,"77,401.40",18719.29
2013-06-21,1820.6974,59.3505,"76,790.20",18774.24
2013-06-24,1817.222,59.734,"77,172.80",18540.89
2013-06-25,1815.0331,59.703,"76,362.70",18629.15
2013-06-26,1811.7387,59.8538,"75,078.70",18552.12
2013-06-27,1804.3827,60.588,"74,156.10",18875.95
2013-06-28,1816.0786,59.6995,"71,084.90",19395.81
2013-01-07,1818.6283,59.149,"73,814.40",19577.39
2013-02-07,1816.5845,59.4145,"74,542.50",19463.82
2013-03-07,1809.6582,60.1005,"75,293.80",19177.76
2013-04-07,1814.7693,60.0905,"75,249.00",19410.84
2013-05-07,1816.3615,60.3395,"73,632.10",19495.82
2013-08-07,1808.1611,61.0455,"74,985.90",19324.77
2013-09-07,1813.1063,60.0745,"75,458.10",19439.48
2013-10-07,1815.5578,60.133,"75,322.30",19294.12
2013-11-07,1818.2865,59.642,"77,022.90",19676.06
2013-12-07,1815.2668,59.896,"76,612.20",19958.47
2013-07-15,1808.317,60.051,"76,198.50",20034.48
2013-07-16,1750.4117,59.3925,"76,011.20",19851.23
2013-07-17,1745.6056,59.3623,"76,901.00",19948.73
2013-07-18,1754.2503,59.712,"76,436.80",20128.41
2013-07-19,1759.1266,59.795,"76,974.00",20149.85
2013-07-22,1756.5767,59.408,"78,797.30",20159.12
2013-07-23,1745.482,59.6875,"79,209.90",20302.13
2013-07-24,1717.2363,59.4465,"79,078.70",20090.68
2013-07-25,1723.9799,58.9415,"78,187.60",19804.76
2013-07-26,1732.2395,58.9133,"78,761.90",19748.19
2013-07-29,1734.4908,59.297,"78,854.20",19593.28
2013-07-30,1735.6186,59.828,"80,541.40",19348.34
2013-07-31,1716.5459,61.115,"80,085.90",19345.7
2013-01-08,1730.4008,60.7423,"79,472.00",19317.19
2013-02-08,1721.9606,60.8035,"80,001.70",19164.02
2013-05-08,1729.1834,60.822,"79,439.70",19182.26
2013-06-08,1718.2633,61.5355,"77,822.40",18733.04
2013-07-08,1722.7468,61.394,"78,623.70",18664.88
2013-08-08,1721.3834,61.115,"78,615.50",18789.34
2013-12-08,1715.7922,60.8025,"82,008.90",18946.98
2013-08-13,1701.6428,61.4343,"81,550.00",19229.84
2013-08-14,1691.9918,61.516,"81,188.40",19367.59
2013-08-16,1676.242,61.8195,"85,229.00",18598.18
2013-08-19,1645.5339,62.3461,"86,984.60",18307.52
2013-08-20,1644.4321,63.7335,"86,892.00",18246.04
2013-08-21,1718.1788,63.4605,"88,131.60",17905.91
2013-08-22,1707.8367,65.4207,"88,554.70",18312.94
2013-08-23,1711.1739,64.688,"88,469.90",18519.44
2013-08-26,1714.5817,64.2347,"88,469.90",18558.13
2013-08-27,1700.204,65.6675,"95,345.20",17968.08
2013-08-28,1668.5715,68.3611,"95,645.90",17996.15
2013-08-29,1673.823,67.706,"94,530.40",18401.04
2013-08-30,1676.5656,66.5742,"92,918.30",18619.72
2013-02-09,1692.6078,65.8608,"91,901.50",18886.13
2013-03-09,1709.1338,66.8875,"95,690.80",18234.66
2013-04-09,1701.6067,67.0289,"92,018.00",18567.55
2013-05-09,1721.296,66.043,"91,785.30",18979.76
2013-06-09,1707.9938,65.96,"90,528.10",19270.06
2013-10-09,1711.1571,64.2162,"86,494.70",19997.09
2013-11-09,1708.4816,63.9035,"86,469.90",19997.45
2013-12-09,1705.1213,63.6673,"84,401.00",19781.88
2013-09-13,1702.0222,63.789,"83,474.20",19732.76
2013-09-16,1714.6871,62.484,"83,345.80",19742.47
2013-09-17,1711.6109,63.377,"82,803.00",19804.03
2013-09-18,1714.5843,63.144,"82,808.70",19962.16
2013-09-19,1742.7389,61.748,"85,152.60",20646.64
2013-09-20,1727.3263,62.243,"84,665.40",20263.71
2013-09-23,1693.3069,62.52,"82,819.80",19900.96
2013-09-24,1690.0412,62.6585,"82,482.30",19920.21
2013-09-25,1688.2583,62.6981,"82,330.60",19856.24
2013-09-26,1692.8192,62.226,"82,272.10",19893.85
2013-09-27,1690.2238,61.811,"84,350.20",19727.27
2013-09-30,1695.8563,62.777,"83,112.50",19379.77
2013-01-10,1702.521,62.3555,"80,751.90",19517.15
2013-03-10,1704.4677,61.9348,"81,613.70",19902.07
2013-04-10,1714.3016,61.405,"80,401.00",19915.95
2013-07-10,1712.5678,61.776,"81,594.40",19895.1
2013-08-10,1730.2685,61.6885,"82,129.90",19983.61
2013-09-10,1737.6062,61.917,"80,723.20",20249.26
2013-10-10,1735.5437,62.1383,"79,298.80",20272.91
2013-11-10,1737.3865,61.157,"77,200.90",20528.59
2013-10-14,1728.2057,61.3036,"78,922.00",20607.54
2013-10-15,1717.9502,61.6929,"78,475.00",20547.62
2013-10-17,1725.0833,61.581,"80,565.90",20415.51
2013-10-18,1728.7665,61.276,"80,504.60",20882.89
2013-10-21,1729.2027,61.4885,"81,165.30",20893.89
2013-10-22,1729.5504,61.78,"81,614.90",20864.97
2013-10-23,1730.9506,61.534,"81,885.20",20767.88
2013-10-24,1730.3781,61.4105,"82,655.10",20725.43
2013-10-25,1731.2033,61.625,"82,852.00",20683.52
2013-10-28,1730.5213,61.503,"83,719.90",20570.28
2013-10-29,1733.6067,61.463,"82,957.70",20929.01
2013-10-30,1736.5444,61.4871,"83,019.10",21033.97
2013-10-31,1733.7654,61.41,"81,875.50",21164.52
2013-01-11,1733.2061,61.9046,"81,299.50",21196.81
2013-05-11,1735.3231,61.788,"81,324.00",20974.79
2013-06-11,1725.8971,61.9225,"82,443.20",20894.94
2013-07-11,1723.1639,62.574,"82,056.10",20822.77
2013-08-11,1714.1922,62.7315,"81,438.40",20666.15
2013-11-11,1705.8211,63.2955,"81,458.00",20490.96
2013-12-11,1705.8728,63.593,"82,042.90",20281.91
2013-11-13,1709.1402,63.6545,"80,534.60",20194.4
2013-11-14,1717.8319,63.0645,"81,093.20",20399.42
2013-11-18,1720.5277,62.625,"79,707.30",20850.74
2013-11-19,1726.4584,62.2311,"79,448.60",20890.82
2013-11-20,1725.62,62.558,"78,380.90",20635.13
2013-11-21,1722.8912,62.8895,"78,107.60",20229.05
2013-11-22,1721.8814,63.0236,"78,077.60",20217.39
2013-11-25,1724.226,62.577,"77,408.50",20605.08
2013-11-26,1728.4486,62.447,"77,887.70",20425.02
2013-11-27,1732.6343,62.3625,"77,807.50",20420.26
2013-11-28,1731.8633,62.3896,"77,620.20",20534.91
2013-11-29,1726.4172,62.3948,"78,109.50",20791.93
2013-02-12,1727.8438,62.226,"76,677.80",20898.01
2013-03-12,1724.4302,62.3443,"76,016.10",20854.92
2013-04-12,1722.5418,62.333,"75,835.60",20708.71
2013-05-12,1723.6532,61.6895,"75,230.80",20957.81
2013-06-12,1719.2462,61.6673,"75,454.70",20996.53
2013-09-12,1713.389,61.1785,"75,331.40",21326.42
2013-10-12,1713.2498,61.207,"77,317.20",21255.26
2013-11-12,1712.1945,61.3313,"77,509.00",21171.41
2013-12-12,1713.3015,61.62,"76,186.70",20925.61
2013-12-13,1706.7298,62.1266,"76,598.40",20715.58
2013-12-16,1710.5366,62.1024,"76,290.90",20659.52
2013-12-17,1709.9824,61.958,"75,991.00",20612.14
2013-12-18,1716.0,61.9176,"76,358.70",20859.86
2013-12-19,1723.6619,62.38,"74,677.00",20708.62
2013-12-20,1726.2088,62.242,"74,038.00",21079.72
2013-12-23,1725.1571,61.9915,"74,062.20",21101.03
2013-12-24,1723.1937,61.8668,"74,062.20",21032.71
2013-12-26,1723.0811,61.9755,"74,062.20",21074.59
2013-12-27,1720.1059,62.0595,"75,279.60",21193.58
2013-12-30,1722.8143,62.0028,"74,461.60",21143.01
2013-12-31,1727.5264,61.897,"74,461.60",21170.68
2014-01-01,1728.3869,61.9335,"74,461.60",21140.48
2014-02-01,1728.9727,61.902,"76,335.90",20888.33
2014-03-01,1726.7844,62.4075,"76,810.60",20851.33
2014-06-01,1734.1862,62.3265,"77,697.50",20787.3
2014-07-01,1737.8608,62.379,"76,305.10",20693.24
2014-08-01,1735.4655,62.243,"75,866.80",20729.38
2014-09-01,1738.9249,62.181,"76,085.60",20713.37
2014-10-01,1743.2464,61.936,"76,526.40",20758.49
2014-01-13,1752.155,61.52,"76,702.70",21134.21
2014-01-15,1759.732,61.5885,"76,119.10",21289.49
2014-01-16,1769.0539,61.5325,"76,339.20",21265.18
2014-01-17,1771.924,61.3518,"77,063.10",21063.62
2014-01-20,1775.4419,61.6345,"77,288.30",21205.05
2014-01-21,1778.5177,61.5355,"76,714.50",21251.12
2014-01-22,1766.9264,61.92,"76,793.10",21337.67
2014-01-23,1770.9067,61.988,"78,612.90",21373.66
2014-01-24,1760.1579,62.177,"79,443.40",21133.56
2014-01-27,1755.7804,62.7145,"80,022.20",20707.45
2014-01-28,1754.6756,62.9898,"78,510.30",20683.51
2014-01-29,1753.2574,62.2005,"79,522.00",20647.3
2014-01-30,1743.6146,62.7335,"77,637.00",20498.25
2014-01-31,1739.6965,62.4768,"78,287.60",20513.85
2014-03-02,1745.5636,62.6891,"79,157.10",20209.26
2014-04-02,1750.826,62.6815,"77,868.10",20211.93
2014-05-02,1756.3343,62.4525,"78,391.80",20261.03
2014-06-02,1755.4998,62.5045,"78,079.50",20310.74
2014-07-02,1754.468,62.3155,"78,158.50",20376.56
2014-10-02,1758.0184,62.193,"79,600.50",20334.27
2014-11-02,1755.4655,62.439,"79,598.70",20363.37
2014-12-02,1748.1287,62.125,"79,769.10",20448.49
2014-02-13,1743.7884,62.2725,"80,632.60",20193.35
2014-02-14,1742.8848,62.277,"81,650.60",20366.82
2014-02-17,1746.834,61.9495,"82,043.50",20464.06
2014-02-18,1752.8742,62.122,"82,093.20",20634.21
2014-02-20,1750.3448,62.2843,"81,804.90",20536.64
2014-02-21,1750.8348,62.1618,"82,240.00",20700.75
2014-02-24,1745.9105,62.1185,"82,573.60",20811.44
2014-02-25,1745.2217,61.9765,"82,766.90",20852.47
2014-02-26,1744.8294,61.938,"82,731.00",20986.99
2014-02-28,1746.5952,62.072,"81,978.40",21120.12
2014-03-03,1748.4601,61.8605,"83,888.30",20946.65
2014-04-03,1750.4917,61.9045,"82,632.40",21209.73
2014-05-03,1754.5991,61.855,"82,078.40",21276.86
2014-06-03,1757.2779,61.3242,"81,957.30",21513.87
2014-07-03,1756.4471,60.985,"81,762.00",21919.79
2014-10-03,1760.1247,61.1965,"82,017.60",21934.83
2014-11-03,1761.8216,60.6995,"82,205.40",21826.42
2014-12-03,1765.871,61.09,"83,349.20",21856.22
2014-03-13,1769.3959,61.0155,"84,032.40",21774.61
2014-03-14,1766.4284,61.517,"84,892.90",21809.8
2014-03-18,1768.145,60.9453,"82,698.00",21832.61
2014-03-19,1767.9533,61.097,"81,613.30",21832.86
2014-03-20,1768.8519,61.131,"81,132.80",21740.09
2014-03-21,1769.5991,61.0465,"81,384.40",21753.75
2014-03-24,1773.3387,60.703,"79,483.20",22055.48
2014-03-25,1774.4262,60.4935,"79,100.90",22055.21
2014-03-26,1775.2432,60.1725,"78,380.20",22095.3
2014-03-27,1774.9727,60.1295,"78,042.50",22214.37
2014-03-28,1775.6519,60.0998,"77,544.50",22339.97
2014-02-04,1762.6684,59.6463,"77,320.40",22551.49
2014-03-04,1760.6166,60.1245,"77,493.90",22509.07
2014-04-04,1750.0935,60.321,"77,643.70",22359.5
2014-07-04,1751.7595,59.9483,"78,191.40",22343.45
2014-09-04,1754.1621,60.074,"78,275.50",22702.34
2014-10-04,1759.626,60.2115,"79,611.00",22715.33
2014-11-04,1762.8633,60.267,"79,549.90",22628.96
2014-04-15,1765.3787,60.262,"78,484.90",22484.93
2014-04-16,1771.0476,60.2263,"78,399.10",22277.23
2014-04-17,1773.9485,60.3805,"78,375.80",22628.84
2014-04-21,1781.0613,60.335,"78,375.80",22764.83
2014-04-22,1785.6829,60.7147,"78,290.40",22758.37
2014-04-23,1787.5193,61.0683,"78,556.40",22876.54
2014-04-25,1788.331,61.1163,"78,954.00",22688.07
2014-04-28,1788.48,60.5041,"78,822.70",22631.61
2014-04-29,1792.4511,60.5253,"78,126.50",22466.19
2014-04-30,1795.0763,60.3375,"77,665.60",22417.8
2014-02-05,1798.3279,60.225,"76,878.80",22403.89
2014-05-05,1803.3414,60.0475,"76,878.80",22445.12
2014-06-05,1806.0625,60.202,"78,241.10",22508.42
2014-07-05,1802.93,60.0399,"77,644.00",22323.9
2014-08-05,1805.1315,59.9913,"77,097.70",22344.04
2014-09-05,1806.7271,60.054,"77,297.50",22994.23
2014-12-05,1809.063,59.729,"77,389.30",23551.0
2014-05-13,1806.1138,59.8773,"77,007.60",23871.23
2014-05-15,1807.9582,59.4745,"77,323.00",23905.6
2014-05-16,1812.8483,58.861,"75,609.60",24121.74
2014-05-19,1809.7775,58.426,"76,047.20",24363.05
2014-05-20,1811.4025,58.7455,"75,898.20",24376.88
2014-05-21,1814.6008,58.7725,"75,515.20",24298.02
2014-05-22,1820.4074,58.574,"75,792.80",24374.4
2014-05-23,1828.8423,58.483,"75,380.30",24693.35
2014-05-26,1828.6417,58.5873,"75,380.30",24716.88
2014-05-27,1830.5183,59.0585,"75,135.20",24549.51
2014-05-28,1831.6464,59.077,"74,470.70",24556.09
2014-05-29,1831.9725,58.8415,"73,940.20",24234.15
2014-05-30,1839.459,59.0335,"74,117.80",24217.34
2014-02-06,1841.2924,59.1385,"73,843.40",24684.85
2014-03-06,1846.8507,59.2125,"73,694.50",24858.59
2014-04-06,1853.2742,59.336,"73,786.70",24805.83
2014-05-06,1860.6615,59.2973,"74,041.50",25019.51
2014-06-06,1866.4852,59.197,"73,558.80",25396.46
2014-09-06,1869.0198,59.0605,"74,227.30",25580.21
2014-10-06,1864.9248,59.2647,"74,722.40",25583.69
2014-11-06,1865.7213,59.325,"74,858.70",25473.89
2014-12-06,1867.9051,59.3283,"75,017.80",25576.21
2014-06-13,1864.5968,59.4783,"76,042.70",25228.17
2014-06-16,1859.0986,60.0059,"76,768.40",25190.48
2014-06-17,1859.6828,60.368,"76,456.20",25521.19
2014-06-18,1857.7612,60.124,"76,385.60",25246.25
2014-06-19,1855.7738,60.0031,"77,767.50",25201.8
2014-06-20,1851.3774,60.2785,"79,069.60",25105.51
2014-06-23,1848.5104,60.1927,"78,994.60",25031.32
2014-06-24,1851.9499,60.105,"79,381.60",25368.9
2014-06-25,1851.9306,60.2785,"79,182.80",25313.74
2014-06-26,1851.7642,60.1618,"78,954.90",25062.67
2014-06-27,1850.6777,60.0958,"79,175.20",25099.92
2014-06-30,1848.1598,60.0933,"78,959.20",25413.78
2014-01-07,1850.6411,60.137,"79,749.60",25516.35
2014-02-07,1855.6871,59.9745,"79,019.60",25841.21
2014-03-07,1858.1481,59.7225,"78,473.60",25823.75
2014-04-07,1859.2035,59.7939,"78,874.00",25962.06
2014-07-07,1858.2704,59.9455,"78,662.50",26100.08
2014-08-07,1856.9879,59.7968,"79,200.10",25582.11
2014-09-07,1852.1016,59.726,"79,008.50",25444.81
2014-10-07,1854.022,59.875,"80,496.10",25372.75
2014-11-07,1843.7005,60.1855,"80,269.60",25024.35
2014-07-14,1846.4627,60.005,"78,458.00",25006.98
2014-07-15,1850.9657,60.2195,"78,826.00",25228.65
2014-07-16,1854.0419,60.1903,"78,134.20",25549.72
2014-07-17,1854.7061,60.1401,"78,534.20",25561.16
2014-07-18,1853.2589,60.33,"78,865.70",25641.56
2014-07-21,1858.1861,60.1853,"79,088.00",25715.17
2014-07-22,1863.2898,60.236,"78,768.30",26025.8
2014-07-23,1864.5826,60.183,"78,442.70",26147.33
2014-07-24,1869.0218,60.002,"77,669.70",26271.85
2014-07-25,1866.8188,60.1448,"77,759.50",26126.75
2014-07-28,1865.6159,60.1013,"78,390.70",25991.23
2014-07-30,1862.9777,60.1485,"78,220.20",26087.42
2014-07-31,1863.7928,60.246,"78,213.30",25894.97
2014-01-08,1862.4648,60.851,"78,774.60",25480.84
2014-04-08,1862.4563,61.0187,"78,725.70",25723.16
2014-05-08,1854.0763,60.869,"78,429.50",25908.01
2014-06-08,1848.5984,61.336,"80,053.80",25665.27
2014-07-08,1846.9968,61.4123,"80,256.60",25589.01
2014-08-08,1845.0248,61.5575,"80,137.10",25329.14
2014-11-08,1851.9341,61.1165,"79,931.80",25519.24
2014-12-08,1852.1386,61.1847,"80,710.70",25880.77
2014-08-13,1852.7417,61.2458,"80,159.30",25918.95
2014-08-14,1856.4264,61.0583,"79,998.70",26103.23
2014-08-19,1863.1635,60.726,"78,775.30",26420.67
2014-08-20,1867.4939,60.669,"78,484.10",26314.29
2014-08-21,1869.5017,60.767,"77,216.40",26360.11
2014-08-22,1868.6994,60.436,"77,165.10",26419.55
2014-08-25,1867.1375,60.427,"77,165.10",26437.02
2014-08-26,1867.1394,60.496,"77,772.80",26442.81
2014-08-27,1868.0348,60.4678,"77,401.10",26560.15
2014-08-28,1868.0963,60.4745,"78,303.60",26638.11
2014-01-09,1869.3917,60.4735,"77,860.90",26867.55
2014-02-09,1871.0008,60.61,"76,807.40",27019.39
2014-03-09,1872.9634,60.5445,"76,472.90",27139.94
2014-04-09,1872.1366,60.454,"76,798.60",27085.93
2014-05-09,1874.0384,60.4385,"76,272.10",27026.7
2014-08-09,1878.6422,60.2628,"75,984.40",27319.85
2014-09-09,1878.7567,60.4277,"76,363.40",27265.32
2014-10-09,1876.2914,60.8256,"76,124.00",27057.41
2014-11-09,1877.7197,60.9155,"75,486.60",26995.87
2014-12-09,1879.8668,60.84,"75,050.10",27061.04
2014-09-15,1881.6182,60.9945,"75,404.00",26816.56
2014-09-16,1882.0503,61.1015,"75,095.20",26492.51
2014-09-17,1884.4308,60.954,"75,238.40",26631.29
2014-09-18,1888.52,61.0558,"74,166.10",27112.21
2014-09-19,1891.0574,60.8055,"74,251.10",27090.42
2014-09-22,1893.432,60.7875,"74,013.80",27206.74
2014-09-23,1892.1793,60.8708,"74,619.00",26775.69
2014-09-24,1891.5352,61.0293,"74,176.20",26744.69
2014-09-25,1890.8263,61.0245,"74,663.80",26468.36
2014-09-26,1893.1938,61.572,"74,635.30",26626.32
2014-09-29,1893.3481,61.4273,"75,109.60",26597.11
2014-09-30,1890.4908,61.6135,"75,320.20",26630.51
2014-01-10,1894.0056,61.7511,"75,081.80",26567.99
2014-07-10,1899.6622,61.3595,"74,233.90",26271.97
2014-08-10,1904.592,61.4648,"74,802.30",26246.79
2014-09-10,1899.6913,61.0368,"74,998.60",26637.28
2014-10-10,1903.1442,61.1624,"74,554.00",26297.38
2014-10-13,1906.8981,61.2455,"74,936.40",26384.07
2014-10-14,1911.5577,61.1078,"75,784.60",26349.33
2014-10-16,1916.2856,61.4795,"76,268.30",25999.34
